Povpreène meseène plaèe po: SKD DEJAVNOST, OBÈINE, MESEC, MERITVE ,;;;;;
PLAÈE;;;;;
;;;;;
 ; ;; ;Plaèa za mesec [EUR]; 
 ; ;; ;Bruto plaèa;Neto plaèa
SKD Dejavnost - SKUPAJ;;;;;
 ;Ajdovšèina;Leto;Mesec;;
 ; ;2014;Julij;1288.35;864.31
 ; ;2015;Januar;1266.48;852.64
 ; ;2015;Julij;1321.85;887.56
 ;Èrna na Koroškem;;;;
 ; ;2007;Januar;1220.38;814.77
 ; ;2007;Julij;1217.27;809.17
 ; ;2008;Januar;1285.66;855.36
 ; ;2008;Julij;1319.88;872.99
 ; ;2009;Januar;1440.97;945.44
 ; ;2009;Julij;1399.92;916.41
 ; ;2010;Januar;1401.57;927.46
 ; ;2010;Julij;1370.21;910.23
 ; ;2011;Januar;1436.39;946.99
 ; ;2011;Julij;1413.18;936.23
 ; ;2012;Januar;1424.02;941.93
 ; ;2012;Julij;1389.82;920.25
 ; ;2013;Januar;1460.19;974.81
 ; ;2013;Julij;1390.96;928.40
 ; ;2014;Januar;1438.98;958.16
 ; ;2014;Julij;1374.54;915.49
 ; ;2015;Januar;1403.59;932.27
 ; ;2015;Julij;1411.76;939.41
 ;Èrnomelj;;;;
 ; ;2007;Januar;1049.77;712.43
 ; ;2007;Julij;1051.71;716.21
 ; ;2008;Januar;1123.73;766.36
 ; ;2008;Julij;1157.75;786.38
 ; ;2009;Januar;1111.62;761.82
 ; ;2009;Julij;1155.26;787.07
 ; ;2010;Januar;1145.14;782.96
 ; ;2010;Julij;1216.86;828.14
 ; ;2011;Januar;1196.28;817.37
 ; ;2011;Julij;1237.86;842.04
 ; ;2012;Januar;1270.75;863.99
 ; ;2012;Julij;1277.38;868.61
 ; ;2013;Januar;1290.83;878.23
 ; ;2013;Julij;1321.52;894.20
 ; ;2014;Januar;1282.92;882.07
 ; ;2014;Julij;1292.70;875.19
 ; ;2015;Januar;1289.39;876.22
 ; ;2015;Julij;1334.88;888.91
 ;Destrnik;;;;
 ; ;2007;Januar;1230.61;820.83
 ; ;2007;Julij;1288.21;832.34
 ; ;2008;Januar;1322.27;878.08
 ; ;2008;Julij;1386.09;913.26
 ; ;2009;Januar;1575.20;1024.45
 ; ;2009;Julij;1582.84;1031.05
 ; ;2010;Januar;1462.45;956.94
 ; ;2010;Julij;1453.58;960.25
 ; ;2011;Januar;1377.50;914.22
 ; ;2011;Julij;1354.01;910.21
 ; ;2012;Januar;1282.83;862.94
 ; ;2012;Julij;1128.92;770.44
 ; ;2013;Januar;1196.98;818.74
 ; ;2013;Julij;1170.43;803.09
 ; ;2014;Januar;1198.93;821.37
 ; ;2014;Julij;1174.73;810.03
 ; ;2015;Januar;1301.85;873.96
 ; ;2015;Julij;1233.18;835.49
 ;Divaèa;;;;
 ; ;2007;Januar;1248.04;829.19
 ; ;2007;Julij;1192.61;805.92
 ; ;2008;Januar;1316.62;886.93
 ; ;2008;Julij;1323.81;879.93
 ; ;2009;Januar;1345.53;897.79
 ; ;2009;Julij;1343.65;907.20
 ; ;2010;Januar;1346.58;905.37
 ; ;2010;Julij;1395.01;949.02
 ; ;2011;Januar;1431.40;966.19
 ; ;2011;Julij;1485.47;996.35
 ; ;2012;Januar;1484.43;996.79
 ; ;2012;Julij;1281.16;872.63
 ; ;2013;Januar;1310.57;895.14
 ; ;2013;Julij;1361.01;925.87
 ; ;2014;Januar;1362.57;932.53
 ; ;2014;Julij;1313.47;896.44
 ; ;2015;Januar;1350.35;910.14
 ; ;2015;Julij;1362.43;924.17
 ;Dobje;;;;
 ; ;2007;Januar;1311.38;880.87
 ; ;2007;Julij;1342.58;899.62
 ; ;2008;Januar;1433.14;952.10
 ; ;2008;Julij;1521.13;1001.06
 ; ;2009;Januar;1538.12;1002.36
 ; ;2009;Julij;1462.73;960.49
 ; ;2010;Januar;1467.39;960.08
 ; ;2010;Julij;1447.33;956.05
 ; ;2011;Januar;1451.36;951.76
 ; ;2011;Julij;1446.86;950.97
 ; ;2012;Januar;1478.14;968.39
 ; ;2012;Julij;1523.46;988.58
 ; ;2013;Januar;1557.31;1018.18
 ; ;2013;Julij;1568.75;1021.78
 ; ;2014;Januar;1596.01;1040.06
 ; ;2014;Julij;1617.06;1051.35
 ; ;2015;Januar;1610.07;1102.45
 ; ;2015;Julij;1637.96;1063.66
 ;Dobrepolje;;;;
 ; ;2007;Januar;994.12;678.91
 ; ;2007;Julij;1054.01;716.70
 ; ;2008;Januar;1119.47;758.98
 ; ;2008;Julij;1162.32;783.86
 ; ;2009;Januar;1114.41;755.14
 ; ;2009;Julij;1215.21;818.15
 ; ;2010;Januar;1231.88;831.78
 ; ;2010;Julij;1202.80;815.59
 ; ;2011;Januar;1216.66;843.16
 ; ;2011;Julij;1215.77;840.01
 ; ;2012;Januar;1228.84;762.76
 ; ;2012;Julij;1186.69;801.85
 ; ;2013;Januar;1214.10;824.91
 ; ;2013;Julij;1233.69;848.66
 ; ;2014;Januar;1279.01;872.46
 ; ;2014;Julij;1208.67;825.99
 ; ;2015;Januar;1200.56;821.87
 ; ;2015;Julij;1221.31;833.73
 ;Dobrna;;;;
 ; ;2007;Januar;1071.49;723.29
 ; ;2007;Julij;1091.79;733.12
 ; ;2008;Januar;1150.37;777.20
 ; ;2008;Julij;1177.98;793.07
 ; ;2009;Januar;1216.64;817.90
 ; ;2009;Julij;1231.80;827.50
 ; ;2010;Januar;1255.88;841.60
 ; ;2010;Julij;1279.76;861.67
 ; ;2011;Januar;1287.17;864.27
 ; ;2011;Julij;1277.76;859.10
 ; ;2012;Januar;1275.87;858.98
 ; ;2012;Julij;1306.83;880.11
 ; ;2013;Januar;1298.75;880.75
 ; ;2013;Julij;1289.93;873.60
 ; ;2014;Januar;1275.11;862.47
